model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A4,2016,15995.0,Manual,19912.0,Petrol,145.0,51.4,1.4
 A4,2019,23350.0,Manual,6936.0,Petrol,145.0,39.2,2.0
 A3,2016,19771.0,Semi-Auto,17157.0,Petrol,125.0,48.7,2.0
 Q8,2019,50786.0,Automatic,4278.0,Diesel,145.0,33.6,3.0
 A1,2013,8999.0,Semi-Auto,49447.0,Petrol,125.0,53.3,1.4
 A1,2016,11510.0,Manual,25277.0,Petrol,30.0,55.4,1.4
 A6,2016,18900.0,Manual,37848.0,Diesel,30.0,61.4,2.0
 A4,2017,18295.0,Manual,11784.0,Diesel,145.0,74.3,2.0
 A3,2015,15995.0,Semi-Auto,49487.0,Diesel,125.0,57.6,2.0
 A3,2014,9690.0,Manual,25854.0,Petrol,30.0,57.6,1.2
 A3,2019,30796.0,Semi-Auto,6806.0,Petrol,145.0,34.9,2.0
 A5,2019,25016.0,Automatic,14.0,Diesel,145.0,70.6,2.0
 A4,2019,24436.0,Manual,2416.0,Petrol,145.0,38.7,2.0
 A3,2019,22230.0,Semi-Auto,16161.0,Diesel,145.0,52.3,1.6
 A4,2016,16792.0,Semi-Auto,26301.0,Diesel,20.0,70.6,2.0
 Q2,2019,23991.0,Semi-Auto,9256.0,Diesel,145.0,46.3,1.6
 Q7,2019,44212.0,Semi-Auto,6000.0,Diesel,145.0,33.2,3.0
 A4,2015,11995.0,Manual,50811.0,Diesel,20.0,67.3,2.0
 Q3,2016,19495.0,Semi-Auto,31959.0,Diesel,160.0,50.4,2.0
 Q7,2013,17650.0,Semi-Auto,56000.0,Diesel,300.0,38.2,3.0
 Q3,2013,9649.0,Manual,70000.0,Diesel,145.0,54.3,2.0
 Q3,2016,17940.0,Manual,12683.0,Petrol,125.0,51.4,1.4
 A6,2016,16997.0,Manual,28197.0,Diesel,30.0,61.4,2.0
 Q2,2017,20620.0,Manual,11340.0,Petrol,145.0,50.4,1.4
 A6,2015,14500.0,Semi-Auto,57192.0,Diesel,145.0,55.4,3.0
 Q2,2017,15991.0,Manual,6287.0,Petrol,150.0,55.4,1.0
 A3,2015,12230.0,Manual,55200.0,Diesel,20.0,68.9,2.0
 A4,2016,14899.0,Manual,28555.0,Diesel,20.0,70.6,2.0
 A1,2019,19471.0,Semi-Auto,4150.0,Petrol,150.0,47.9,1.0
 A3,2018,20971.0,Semi-Auto,22604.0,Petrol,145.0,56.5,1.5
 Q2,2017,20671.0,Semi-Auto,22791.0,Petrol,145.0,52.3,1.4
 A3,2018,17971.0,Semi-Auto,11532.0,Petrol,145.0,56.5,1.5
 A4,2018,18995.0,Semi-Auto,18696.0,Petrol,145.0,50.4,1.4
 A4,2016,13450.0,Manual,55000.0,Diesel,30.0,64.2,2.0
 A3,2015,9750.0,Manual,25500.0,Diesel,20.0,68.9,2.0
 Q5,2015,17250.0,Semi-Auto,56000.0,Diesel,205.0,47.1,2.0
 A1,2013,8995.0,Manual,68000.0,Diesel,0.0,74.3,1.6
 A5,2016,17250.0,Semi-Auto,28000.0,Diesel,125.0,58.9,2.0
 Q3,2017,16671.0,Manual,20482.0,Diesel,30.0,62.8,2.0
 Q2,2017,18481.0,Manual,36391.0,Petrol,145.0,50.4,1.4
 A8,2018,39881.0,Semi-Auto,6173.0,Diesel,145.0,40.4,3.0
 Q2,2019,26132.0,Semi-Auto,5713.0,Diesel,145.0,44.8,1.6
 Q2,2019,26302.0,Semi-Auto,3356.0,Diesel,145.0,44.8,1.6
 A1,2015,12881.0,Manual,34188.0,Petrol,30.0,55.4,1.4
 A4,2016,22990.0,Semi-Auto,30294.0,Diesel,125.0,60.1,3.0
 A4,2016,15290.0,Semi-Auto,36157.0,Diesel,20.0,72.4,2.0
 A3,2016,21490.0,Semi-Auto,44601.0,Petrol,200.0,40.9,2.0
 Q5,2016,28881.0,Semi-Auto,26832.0,Diesel,235.0,42.8,3.0
 Q5,2017,22971.0,Manual,18926.0,Diesel,200.0,47.9,2.0
 A3,2019,22382.0,Manual,4352.0,Diesel,145.0,51.4,1.6
 A6,2016,20192.0,Semi-Auto,24831.0,Diesel,30.0,61.4,2.0
 Q8,2019,51991.0,Semi-Auto,9089.0,Diesel,145.0,33.6,3.0
 Q3,2016,15991.0,Manual,33112.0,Diesel,30.0,60.1,2.0
 A6,2016,22990.0,Semi-Auto,66506.0,Diesel,235.0,43.5,3.0
 A1,2015,10590.0,Manual,20828.0,Petrol,30.0,57.6,1.4
 A6,2017,26490.0,Semi-Auto,27379.0,Diesel,200.0,45.6,3.0
 Q5,2014,18962.0,Semi-Auto,43888.0,Diesel,235.0,44.1,3.0
 A3,2016,15990.0,Semi-Auto,17868.0,Petrol,30.0,58.9,1.4
 A4,2015,11120.0,Manual,69130.0,Diesel,0.0,74.3,2.0
 A3,2016,23482.0,Semi-Auto,22499.0,Petrol,160.0,43.5,2.0
 A6,2016,20481.0,Semi-Auto,11540.0,Diesel,30.0,61.4,2.0
 A4,2018,18992.0,Manual,19677.0,Petrol,145.0,51.4,1.4
 A4,2017,19632.0,Semi-Auto,25593.0,Diesel,145.0,67.3,2.0
 Q2,2017,17132.0,Manual,15268.0,Petrol,125.0,52.3,1.4
 Q5,2016,21571.0,Semi-Auto,44929.0,Diesel,200.0,47.1,2.0
 Q7,2019,47816.0,Semi-Auto,14915.0,Diesel,145.0,32.8,3.0
 A5,2017,21481.0,Semi-Auto,11070.0,Diesel,145.0,67.3,2.0
 A4,2017,17012.0,Manual,38810.0,Diesel,30.0,67.3,2.0
 A4,2018,23132.0,Semi-Auto,15475.0,Petrol,145.0,50.4,2.0
 Q3,2017,26062.0,Semi-Auto,10504.0,Petrol,145.0,40.4,2.0
 A4,2016,16862.0,Manual,35706.0,Petrol,125.0,49.6,2.0
 A1,2018,15749.0,Semi-Auto,31846.0,Petrol,150.0,56.5,1.4
 A1,2019,21989.0,Semi-Auto,6734.0,Petrol,150.0,40.4,2.0
 A6,2016,19280.0,Semi-Auto,21699.0,Diesel,30.0,61.4,2.0
 Q3,2016,18202.0,Manual,14779.0,Petrol,145.0,49.6,1.4
 Q3,2018,23252.0,Semi-Auto,18865.0,Petrol,145.0,47.9,1.4
 TT,2016,21241.0,Semi-Auto,19411.0,Petrol,160.0,43.5,2.0
 A3,2017,19310.0,Semi-Auto,12272.0,Petrol,145.0,56.5,1.4
 A4,2016,13110.0,Semi-Auto,51124.0,Diesel,0.0,72.4,2.0
 A1,2017,11000.0,Manual,28691.0,Petrol,145.0,67.3,1.0
 A6,2017,18995.0,Semi-Auto,28828.0,Diesel,145.0,64.2,2.0
 A3,2019,23995.0,Semi-Auto,15425.0,Petrol,145.0,42.2,1.5
 A1,2016,10870.0,Manual,18679.0,Petrol,30.0,57.6,1.4
 A4,2014,12470.0,Manual,40276.0,Diesel,30.0,62.8,2.0
 Q5,2017,24000.0,Semi-Auto,21634.0,Diesel,145.0,55.4,2.0
 A8,2019,41606.0,Automatic,2117.0,Diesel,145.0,40.4,3.0
 A5,2019,24260.0,Semi-Auto,9026.0,Petrol,145.0,40.4,2.0
 A1,2017,13982.0,Manual,27079.0,Petrol,30.0,55.4,1.4
 A5,2020,28990.0,Semi-Auto,2640.0,Petrol,145.0,37.7,2.0
 A3,2017,16991.0,Manual,44180.0,Petrol,30.0,58.9,1.4
 Q2,2019,22276.0,Automatic,5209.0,Petrol,145.0,42.8,1.5
 A5,2019,33560.0,Automatic,8909.0,Diesel,145.0,44.8,2.0
 A6,2019,37800.0,Automatic,5004.0,Petrol,145.0,34.0,2.0
 A6,2019,32326.0,Automatic,3866.0,Diesel,145.0,39.2,3.0
 A5,2020,31760.0,Semi-Auto,3092.0,Diesel,145.0,50.4,2.0
 Q3,2019,25946.0,Semi-Auto,12186.0,Diesel,145.0,48.7,2.0
 A1,2017,11771.0,Manual,46096.0,Petrol,145.0,67.3,1.0
 A5,2020,29490.0,Semi-Auto,1703.0,Diesel,145.0,51.4,2.0
 Q5,2020,38990.0,Semi-Auto,2240.0,Diesel,145.0,38.2,2.0
 A5,2020,32990.0,Semi-Auto,1884.0,Diesel,145.0,50.4,2.0
 A1,2020,24990.0,Semi-Auto,883.0,Petrol,145.0,44.1,1.0
 A4,2020,43990.0,Semi-Auto,4250.0,Diesel,145.0,40.4,3.0
 A3,2019,21656.0,Manual,10065.0,Petrol,145.0,47.1,1.0
 A5,2019,25490.0,Semi-Auto,3145.0,Petrol,145.0,39.8,2.0
 Q2,2019,21355.0,Manual,3653.0,Diesel,145.0,49.6,1.6
 A1,2019,22365.0,Semi-Auto,3774.0,Petrol,145.0,40.9,2.0
 A4,2015,15432.0,Semi-Auto,20385.0,Diesel,125.0,56.5,2.0
 A3,2016,12771.0,Semi-Auto,52226.0,Petrol,20.0,60.1,1.4
 A5,2018,28471.0,Semi-Auto,29683.0,Petrol,150.0,36.7,3.0
 A5,2013,9995.0,Semi-Auto,75900.0,Diesel,125.0,58.9,2.0
 A5,2014,14810.0,Semi-Auto,55800.0,Diesel,125.0,58.9,2.0
 A3,2014,10582.0,Manual,24055.0,Diesel,20.0,68.9,2.0
 A3,2016,13252.0,Manual,44077.0,Petrol,125.0,52.3,1.4
 TT,2016,16000.0,Manual,22000.0,Diesel,30.0,62.8,2.0
 A1,2015,11800.0,Manual,20518.0,Diesel,0.0,80.7,1.6
 A3,2019,26184.0,Semi-Auto,9316.0,Petrol,145.0,38.2,2.0
 A4,2019,27640.0,Automatic,7188.0,Petrol,145.0,38.2,2.0
 A4,2019,44300.0,Semi-Auto,5956.0,Diesel,145.0,39.8,3.0
 A1,2019,22165.0,Semi-Auto,6009.0,Petrol,145.0,40.9,2.0
 A5,2016,17322.0,Manual,52405.0,Diesel,160.0,53.3,2.0
 Q5,2016,20771.0,Manual,24490.0,Diesel,200.0,47.9,2.0
 Q3,2019,26676.0,Manual,3125.0,Petrol,145.0,40.9,1.5
 A7,2015,20981.0,Semi-Auto,44230.0,Diesel,160.0,52.3,3.0
 A3,2016,16492.0,Manual,25556.0,Petrol,30.0,57.6,1.4
 Q2,2019,19926.0,Manual,4383.0,Petrol,145.0,47.1,1.0
 Q3,2019,28770.0,Manual,6389.0,Diesel,145.0,42.8,2.0
 A4,2019,28160.0,Automatic,6146.0,Petrol,145.0,38.2,2.0
 TT,2015,16406.0,Semi-Auto,12123.0,Petrol,160.0,44.8,2.0
 Q5,2019,34376.0,Semi-Auto,5150.0,Diesel,145.0,38.2,2.0
 A1,2019,22476.0,Semi-Auto,2536.0,Petrol,145.0,40.9,2.0
 A3,2019,24695.0,Semi-Auto,4891.0,Diesel,145.0,51.4,2.0
 Q5,2019,32195.0,Semi-Auto,5891.0,Diesel,145.0,39.2,2.0
 Q2,2019,24526.0,Manual,5496.0,Diesel,145.0,46.3,1.6
 A1,2015,13942.0,Manual,19516.0,Petrol,30.0,58.9,1.4
 Q3,2016,16962.0,Semi-Auto,49237.0,Petrol,145.0,47.9,1.4
 A4,2016,15082.0,Automatic,29273.0,Diesel,0.0,72.4,2.0
 A6,2016,16402.0,Manual,38272.0,Diesel,30.0,64.2,2.0
 A3,2013,8971.0,Manual,65140.0,Diesel,20.0,67.3,2.0
 TT,2017,18781.0,Manual,18892.0,Petrol,150.0,46.3,2.0
 A3,2017,23671.0,Semi-Auto,24260.0,Petrol,150.0,43.5,2.0
 Q2,2017,18771.0,Manual,15888.0,Petrol,150.0,52.3,1.4
 Q7,2016,28371.0,Semi-Auto,61411.0,Diesel,205.0,47.9,3.0
 RS5,2019,54883.0,Automatic,9771.0,Petrol,145.0,29.7,2.9
 A5,2019,28610.0,Automatic,8765.0,Petrol,145.0,37.7,2.0
 RS5,2019,55292.0,Automatic,4009.0,Petrol,145.0,29.7,2.9
 A5,2017,22146.0,Semi-Auto,13606.0,Diesel,145.0,61.4,3.0
 A1,2018,14481.0,Manual,20280.0,Petrol,145.0,67.3,1.0
 Q2,2019,24164.0,Semi-Auto,2869.0,Diesel,145.0,46.3,1.6
 A3,2019,29256.0,Semi-Auto,7825.0,Petrol,145.0,34.9,2.0
 Q5,2019,32956.0,Automatic,5456.0,Diesel,145.0,38.2,2.0
 Q5,2015,26276.0,Automatic,46085.0,Diesel,235.0,42.2,3.0
 Q8,2019,48642.0,Automatic,10521.0,Diesel,145.0,33.6,3.0
 Q7,2019,43475.0,Automatic,8422.0,Diesel,145.0,33.2,3.0
 A1,2016,12672.0,Manual,19135.0,Petrol,30.0,55.4,1.4
 A3,2020,22777.0,Manual,1276.0,Diesel,145.0,52.3,1.6
 A4,2019,36610.0,Automatic,6995.0,Diesel,145.0,44.1,2.0
 A4,2017,18772.0,Manual,17503.0,Petrol,145.0,51.4,1.4
 Q3,2014,15322.0,Manual,38322.0,Petrol,145.0,47.9,1.4
 A3,2020,30777.0,Semi-Auto,3925.0,Petrol,145.0,44.1,1.5
 A4,2016,17702.0,Manual,22478.0,Diesel,30.0,67.3,2.0
 Q7,2016,31652.0,Semi-Auto,33481.0,Diesel,200.0,47.9,3.0
 TT,2018,39076.0,Automatic,24891.0,Petrol,145.0,34.5,2.5
 A3,2016,13862.0,Manual,14931.0,Diesel,20.0,70.6,1.6
 A1,2016,13432.0,Manual,23448.0,Petrol,30.0,58.9,1.4
 Q3,2019,27162.0,Semi-Auto,5263.0,Diesel,150.0,48.7,2.0
 A1,2014,8999.0,Manual,40000.0,Petrol,125.0,53.3,1.4
 A1,2016,14671.0,Semi-Auto,29782.0,Petrol,30.0,58.9,1.4
 Q5,2017,28062.0,Semi-Auto,21876.0,Diesel,150.0,55.4,2.0
 Q3,2017,19998.0,Semi-Auto,30194.0,Diesel,145.0,55.4,2.0
 A3,2017,22495.0,Manual,16000.0,Petrol,200.0,40.4,2.0
 Q3,2013,12495.0,Semi-Auto,52134.0,Diesel,200.0,47.9,2.0
 Q3,2017,17500.0,Manual,35964.0,Petrol,145.0,49.6,1.4
 A3,2019,19196.0,Automatic,2550.0,Diesel,145.0,54.3,1.6
 A4,2019,28620.0,Semi-Auto,15803.0,Petrol,145.0,35.8,2.0
 Q2,2019,20956.0,Manual,3184.0,Petrol,145.0,42.8,1.5
 Q3,2019,34256.0,Automatic,3662.0,Petrol,145.0,37.2,1.5
 Q3,2015,15990.0,Manual,38017.0,Diesel,165.0,49.6,2.0
 A3,2014,11941.0,Semi-Auto,55364.0,Diesel,30.0,62.8,2.0
 Q5,2016,18690.0,Semi-Auto,51756.0,Diesel,205.0,47.1,2.0
 A1,2018,16295.0,Manual,10340.0,Petrol,150.0,55.4,1.4
 A5,2013,10310.0,Manual,76026.0,Diesel,30.0,60.1,2.0
 A1,2015,10598.0,Manual,21438.0,Petrol,125.0,52.3,1.4
 A6,2016,20498.0,Semi-Auto,21155.0,Diesel,125.0,58.9,2.0
 Q7,2016,27057.0,Automatic,60569.0,Diesel,200.0,47.9,3.0
 RS3,2015,29250.0,Semi-Auto,35395.0,Petrol,300.0,34.9,2.5
 A3,2017,22490.0,Semi-Auto,40054.0,Petrol,145.0,44.1,2.0
 Q3,2013,14550.0,Semi-Auto,48627.0,Petrol,260.0,36.7,2.0
 A1,2014,10991.0,Semi-Auto,32709.0,Petrol,145.0,47.9,1.4
 A1,2016,10510.0,Semi-Auto,59302.0,Petrol,30.0,57.6,1.4
 A1,2016,14470.0,Manual,18365.0,Petrol,30.0,56.5,1.4
 TT,2019,26490.0,Semi-Auto,5003.0,Petrol,150.0,38.7,2.0
 A3,2017,18937.0,Manual,37556.0,Petrol,145.0,40.4,2.0
 TT,2017,16430.0,Manual,28411.0,Diesel,30.0,62.8,2.0
 Q2,2018,16990.0,Manual,20313.0,Petrol,145.0,47.1,1.0
 A4,2016,15270.0,Manual,24673.0,Diesel,20.0,72.4,2.0
 A1,2016,11120.0,Manual,23416.0,Petrol,0.0,67.3,1.0
 A1,2017,14391.0,Semi-Auto,34700.0,Petrol,150.0,58.9,1.4
 Q5,2018,29691.0,Semi-Auto,23657.0,Petrol,145.0,40.4,2.0
 A7,2016,21895.0,Semi-Auto,40484.0,Diesel,145.0,53.3,3.0
 A8,2015,19100.0,Automatic,34899.0,Diesel,200.0,47.9,3.0
 A1,2016,10990.0,Manual,17679.0,Diesel,0.0,76.3,1.6
 A1,2019,20726.0,Automatic,3221.0,Petrol,145.0,47.1,1.0
 Q3,2019,26876.0,Automatic,3628.0,Diesel,145.0,48.7,2.0
 A1,2017,13852.0,Manual,23838.0,Petrol,30.0,56.5,1.4
 A4,2017,18000.0,Semi-Auto,35712.0,Petrol,145.0,53.3,2.0
 A4,2018,17782.0,Manual,13166.0,Petrol,145.0,52.3,1.4
 Q5,2016,26796.0,Automatic,22049.0,Diesel,235.0,42.8,3.0
 Q3,2014,13549.0,Manual,38240.0,Diesel,145.0,54.3,2.0
 Q3,2016,13680.0,Manual,81386.0,Diesel,145.0,52.3,2.0
 Q5,2014,18420.0,Automatic,95001.0,Diesel,260.0,41.5,3.0
 A1,2017,13491.0,Semi-Auto,15712.0,Petrol,20.0,64.2,1.0
 A3,2018,16991.0,Semi-Auto,60892.0,Petrol,145.0,56.5,1.5
 A4,2016,13070.0,Manual,59691.0,Diesel,30.0,67.3,2.0
 A4,2013,9960.0,Manual,82591.0,Diesel,30.0,61.4,2.0
 A3,2017,11991.0,Manual,42753.0,Petrol,20.0,62.8,1.0
 A3,2016,16670.0,Semi-Auto,24563.0,Diesel,30.0,61.4,2.0
 A4,2017,23836.0,Automatic,34153.0,Petrol,160.0,44.1,2.0
 A7,2014,14086.0,Automatic,61140.0,Diesel,200.0,47.9,3.0
 A7,2015,21836.0,Automatic,17078.0,Diesel,160.0,52.3,3.0
 A8,2018,35866.0,Semi-Auto,5538.0,Diesel,145.0,50.4,3.0
 Q2,2019,22302.0,Semi-Auto,6033.0,Diesel,150.0,46.3,1.6
 Q5,2014,15490.0,Semi-Auto,69798.0,Diesel,200.0,47.1,2.0
 A3,2019,22383.0,Semi-Auto,3795.0,Diesel,145.0,52.3,1.6
 Q3,2019,26073.0,Manual,4389.0,Petrol,145.0,40.9,1.5
 Q5,2019,32243.0,Semi-Auto,3795.0,Petrol,145.0,33.2,2.0
 A1,2016,8695.0,Manual,30000.0,Petrol,240.0,39.8,2.0
 Q7,2019,46426.0,Automatic,6063.0,Diesel,145.0,32.8,3.0
 Q3,2017,25082.0,Semi-Auto,15336.0,Diesel,145.0,51.4,2.0
 RS3,2016,31072.0,Semi-Auto,16594.0,Petrol,300.0,34.9,2.5
 Q3,2019,28396.0,Automatic,5364.0,Petrol,145.0,38.2,1.5
 A4,2017,18182.0,Manual,18574.0,Petrol,145.0,51.4,1.4
 Q7,2016,31072.0,Semi-Auto,47538.0,Diesel,200.0,47.9,3.0
 A7,2019,31210.0,Semi-Auto,3130.0,Diesel,145.0,48.7,2.0
 A1,2017,13532.0,Manual,39836.0,Diesel,145.0,72.4,1.6
 Q2,2019,24440.0,Manual,3017.0,Diesel,145.0,46.3,1.6
 Q7,2014,25042.0,Semi-Auto,43700.0,Diesel,300.0,38.2,3.0
 Q5,2015,20176.0,Automatic,23530.0,Diesel,200.0,47.1,2.0
 A3,2017,19082.0,Manual,6931.0,Diesel,145.0,65.7,2.0
 A6,2016,20992.0,Semi-Auto,33931.0,Diesel,145.0,55.4,3.0
 A1,2019,20766.0,Automatic,2801.0,Petrol,145.0,47.1,1.0
 A7,2017,22895.0,Semi-Auto,49281.0,Diesel,150.0,54.3,3.0
 A1,2014,10595.0,Semi-Auto,66883.0,Petrol,30.0,57.6,1.4
 Q5,2015,17595.0,Manual,42940.0,Diesel,200.0,47.9,2.0
 Q7,2017,51595.0,Semi-Auto,12751.0,Diesel,145.0,39.2,4.0
 A4,2019,24798.0,Manual,6223.0,Petrol,145.0,38.7,2.0
 Q2,2019,23998.0,Semi-Auto,22.0,Diesel,145.0,47.9,2.0
 A5,2014,9980.0,Manual,76101.0,Diesel,30.0,64.2,2.0
 Q3,2016,16637.0,Semi-Auto,48175.0,Petrol,145.0,47.9,1.4
 A3,2015,14981.0,Semi-Auto,28294.0,Hybrid,0.0,188.3,1.4
 Q5,2020,37981.0,Semi-Auto,4002.0,Diesel,145.0,38.2,2.0
 A3,2020,20481.0,Manual,3662.0,Diesel,145.0,52.3,1.6
 A3,2016,16582.0,Manual,24717.0,Diesel,20.0,68.9,1.6
 Q3,2016,17584.0,Manual,21002.0,Diesel,160.0,49.6,2.0
 A1,2016,11602.0,Manual,24154.0,Petrol,30.0,57.6,1.4
 A3,2016,10500.0,Manual,74924.0,Diesel,30.0,67.3,2.0
 A4,2017,16499.0,Semi-Auto,14700.0,Petrol,30.0,55.4,2.0
 A1,2015,9000.0,Manual,54566.0,Diesel,0.0,80.7,1.6
 Q2,2019,22976.0,Automatic,3951.0,Petrol,145.0,42.8,1.5
 Q3,2017,16362.0,Manual,26479.0,Petrol,125.0,50.4,1.4
 Q3,2018,18981.0,Manual,18280.0,Petrol,145.0,51.4,1.4
 Q3,2019,27236.0,Semi-Auto,2401.0,Diesel,145.0,48.7,2.0
 Q7,2019,47916.0,Automatic,8990.0,Diesel,145.0,32.8,3.0
 A3,2016,17481.0,Semi-Auto,30522.0,Petrol,30.0,56.5,1.4
 A3,2019,21374.0,Manual,7188.0,Diesel,145.0,51.4,1.6
 Q2,2019,21726.0,Manual,1490.0,Diesel,145.0,49.6,1.6
 Q2,2019,27870.0,Semi-Auto,5872.0,Petrol,145.0,33.2,2.0
 A6,2019,45912.0,Automatic,5260.0,Diesel,145.0,36.2,3.0
 Q5,2019,33630.0,Automatic,11113.0,Petrol,145.0,32.1,2.0
 Q7,2019,43244.0,Automatic,10210.0,Diesel,145.0,33.2,3.0
 Q3,2019,26925.0,Semi-Auto,6328.0,Diesel,145.0,48.7,2.0
 Q2,2019,21226.0,Manual,10472.0,Petrol,145.0,44.1,1.0
 A3,2018,20442.0,Manual,10980.0,Petrol,145.0,54.3,1.5
 Q3,2017,18000.0,Manual,21849.0,Petrol,145.0,49.6,1.4
 Q3,2017,18500.0,Manual,16949.0,Petrol,145.0,49.6,1.4
 A1,2016,10691.0,Manual,21809.0,Petrol,0.0,67.3,1.0
 A3,2015,12995.0,Manual,20411.0,Diesel,0.0,74.3,1.6
 A1,2016,14995.0,Semi-Auto,22789.0,Petrol,30.0,58.9,1.4
 TT,2016,16495.0,Manual,42611.0,Diesel,20.0,67.3,2.0
 A1,2017,14495.0,Semi-Auto,7198.0,Petrol,150.0,64.2,1.0
 Q5,2017,30981.0,Semi-Auto,18331.0,Petrol,145.0,40.4,2.0
 Q5,2017,31252.0,Semi-Auto,17506.0,Petrol,145.0,40.4,2.0
 A5,2019,24590.0,Automatic,6810.0,Petrol,145.0,40.4,2.0
 Q3,2017,19242.0,Semi-Auto,19416.0,Petrol,145.0,47.9,1.4
 A6,2017,20481.0,Semi-Auto,36000.0,Diesel,30.0,61.4,2.0
 Q2,2020,23481.0,Manual,1276.0,Petrol,145.0,44.8,1.5
 Q5,2017,24997.0,Semi-Auto,19533.0,Diesel,145.0,56.5,2.0
 A1,2016,11950.0,Manual,34539.0,Diesel,0.0,76.3,1.6
 A6,2014,13541.0,Semi-Auto,79965.0,Diesel,30.0,64.2,2.0
 A4,2020,32481.0,Semi-Auto,22601.0,Petrol,145.0,39.2,2.0
 A1,2013,9481.0,Manual,18894.0,Petrol,30.0,55.4,1.2
 A1,2016,11392.0,Manual,31479.0,Petrol,30.0,57.6,1.4
 A1,2017,12100.0,Manual,28200.0,Diesel,0.0,76.3,1.6
 Q5,2014,21572.0,Semi-Auto,12318.0,Diesel,200.0,47.1,2.0
 A4,2019,40970.0,Automatic,9643.0,Diesel,145.0,40.4,3.0
 A3,2019,21981.0,Manual,3358.0,Diesel,145.0,55.4,2.0
 Q2,2018,21332.0,Semi-Auto,29782.0,Petrol,145.0,52.3,1.4
 TT,2016,19412.0,Semi-Auto,41088.0,Petrol,200.0,42.8,2.0
 A7,2017,26102.0,Semi-Auto,14562.0,Diesel,145.0,52.3,3.0
 A1,2017,10972.0,Manual,43521.0,Petrol,30.0,57.6,1.4
 A3,2020,20481.0,Manual,2661.0,Diesel,145.0,54.3,1.6
 A5,2020,32981.0,Semi-Auto,2998.0,Diesel,145.0,47.1,2.0
 Q3,2017,20972.0,Semi-Auto,15920.0,Petrol,145.0,47.9,1.4
 Q3,2017,21481.0,Semi-Auto,13750.0,Petrol,145.0,47.9,1.4
 A1,2016,11232.0,Manual,36552.0,Petrol,0.0,67.3,1.0
 Q7,2018,64842.0,Semi-Auto,31362.0,Diesel,145.0,37.2,4.0
 A3,2016,20112.0,Semi-Auto,11881.0,Petrol,30.0,56.5,1.4
 A4,2014,20452.0,Semi-Auto,49688.0,Petrol,300.0,33.6,3.0
 Q8,2019,53981.0,Semi-Auto,9432.0,Diesel,145.0,33.6,3.0
 A1,2017,13295.0,Manual,29491.0,Petrol,145.0,55.4,1.4
 Q2,2019,21892.0,Manual,11785.0,Petrol,150.0,40.9,1.5
 Q5,2020,37682.0,Semi-Auto,3116.0,Diesel,150.0,38.2,2.0
 A3,2018,28452.0,Semi-Auto,19227.0,Petrol,145.0,43.5,2.0
 A3,2016,14032.0,Manual,44658.0,Petrol,125.0,52.3,1.4
 A3,2019,32182.0,Semi-Auto,8656.0,Petrol,145.0,34.9,2.0
 Q2,2019,21162.0,Manual,5426.0,Diesel,145.0,49.6,1.6
 A5,2015,17950.0,Semi-Auto,33920.0,Petrol,205.0,40.9,2.0
 A3,2017,15395.0,Manual,45324.0,Petrol,30.0,60.1,1.4
 A3,2020,23500.0,Manual,10.0,Petrol,145.0,43.5,1.5
 A5,2019,26156.0,Semi-Auto,12513.0,Petrol,145.0,39.8,2.0
 Q3,2019,31516.0,Automatic,9589.0,Petrol,145.0,32.1,2.0
 A6,2019,31156.0,Semi-Auto,4508.0,Diesel,145.0,47.9,2.0
 A4,2019,25986.0,Semi-Auto,10221.0,Petrol,145.0,38.2,2.0
 A5,2019,30576.0,Manual,2364.0,Petrol,145.0,37.2,2.0
 Q7,2019,46456.0,Semi-Auto,4566.0,Diesel,145.0,32.8,3.0
 Q3,2017,19712.0,Semi-Auto,58021.0,Diesel,145.0,53.3,2.0
 A3,2019,22262.0,Manual,11252.0,Diesel,145.0,51.4,1.6
 Q2,2019,21392.0,Manual,4722.0,Diesel,145.0,49.6,1.6
 Q2,2019,21902.0,Semi-Auto,3571.0,Diesel,145.0,47.9,1.6
 A5,2018,22318.0,Semi-Auto,60130.0,Diesel,145.0,62.8,2.0
 A3,2015,11322.0,Semi-Auto,48093.0,Diesel,20.0,72.4,1.6
 Q5,2018,40892.0,Semi-Auto,19444.0,Petrol,145.0,34.0,3.0
 A1,2015,10330.0,Manual,30042.0,Diesel,0.0,80.7,1.6
 Q5,2016,17497.0,Manual,40895.0,Diesel,200.0,48.7,2.0
 Q2,2017,18495.0,Manual,19210.0,Petrol,125.0,50.4,1.4
 Q3,2015,15250.0,Manual,42971.0,Diesel,160.0,49.6,2.0
 A3,2016,18000.0,Semi-Auto,21102.0,Petrol,30.0,58.9,1.4
 Q3,2017,18000.0,Manual,36667.0,Diesel,150.0,56.5,2.0
 A1,2016,15000.0,Semi-Auto,33435.0,Petrol,30.0,70.6,1.4
 Q5,2014,18990.0,Automatic,72562.0,Diesel,260.0,41.5,3.0
 A1,2019,21686.0,Semi-Auto,8534.0,Petrol,145.0,40.9,2.0
 A1,2016,12977.0,Manual,29627.0,Petrol,30.0,55.4,1.4
 A1,2016,9995.0,Manual,42011.0,Diesel,0.0,76.3,1.6
 A1,2017,12000.0,Manual,25679.0,Petrol,30.0,55.4,1.4
 A3,2015,9999.0,Manual,46901.0,Diesel,20.0,70.6,1.6
 A3,2016,12699.0,Manual,24285.0,Diesel,20.0,70.6,2.0
 A3,2013,11999.0,Semi-Auto,53364.0,Diesel,125.0,58.9,2.0
